   0.00000,   0.48551,   0.47283,   0.49258,   0.48922,   0.49854,   0.47338,   0.46961,   0.51458,   0.46387,   0.46122,   0.44909,   0.49725,   0.49978,   0.47212,   0.49555,   0.49396,   0.48058,   0.45842,   0.50000,   0.44569,   0.49600,   0.44314,   0.50000,   0.44071,   0.49525,   0.52133,   0.50363,   0.50334,   0.47368,   0.52229,   0.49795,   0.50492,   0.47296,   0.49411,   0.47995,   0.48986,   0.49112,   0.41429,   0.49310,   0.46523,   0.49229,   0.41475,   0.49373,   0.46262,   0.43269,   0.48598,   0.45429,   0.47799,   0.45243,   0.46591,   0.46154,   0.49227,   0.46656,   0.48756,   0.46875,   0.55162,   0.42308,   0.46283,   0.51613,   0.50000,   0.47138,   0.46764,   0.51724,   0.45887,   0.50000,   0.46557,   0.51365,   0.42500,   0.49265,   0.48763,   0.44910,   0.47568,   0.47266,   0.51579,   0.45306,   0.41406,   0.45455,   0.45974,   0.50000,   0.45660,   0.40625,   0.50299,   0.48449,   0.46479,   0.44295,   0.45604,   0.48507,   0.46104,   0.49077,   0.50000,   0.50000,   0.47070,   0.45263,   0.50411,   0.49026,   0.48641,   0.47437,   0.46484,   0.46948,   0.48563,   0.50000,   0.48753,   0.47259,   0.47232,   0.41763,   0.44516,   0.50000,   0.43889,   0.49254,   0.47120,   0.48548,   0.47170
   0.00000,   0.00000,   0.51174,   0.50614,   0.52206,   0.53488,   0.51728,   0.51783,   0.53295,   0.50813,   0.50879,   0.49601,   0.50236,   0.52153,   0.48549,   0.51878,   0.50616,   0.53169,   0.46040,   0.51768,   0.48067,   0.53671,   0.49451,   0.50000,   0.49054,   0.50282,   0.49069,   0.51681,   0.49425,   0.51525,   0.50427,   0.53069,   0.52308,   0.49636,   0.52549,   0.54890,   0.54571,   0.51111,   0.46745,   0.51582,   0.49510,   0.53707,   0.47043,   0.50133,   0.50173,   0.47643,   0.49626,   0.53462,   0.51370,   0.49777,   0.50613,   0.48988,   0.49718,   0.51421,   0.49664,   0.50267,   0.57143,   0.45833,   0.49424,   0.52159,   0.48101,   0.50098,   0.52016,   0.52508,   0.49291,   0.50000,   0.51064,   0.52640,   0.54667,   0.52053,   0.50241,   0.51163,   0.52022,   0.48281,   0.54822,   0.52308,   0.50323,   0.50000,   0.52083,   0.50000,   0.49880,   0.52203,   0.52792,   0.49814,   0.49544,   0.49197,   0.52479,   0.54545,   0.48485,   0.51522,   0.47619,   0.50000,   0.51273,   0.53759,   0.55315,   0.52145,   0.45763,   0.49255,   0.49198,   0.48031,   0.50000,   0.56069,   0.56800,   0.51262,   0.50890,   0.46143,   0.47647,   0.50000,   0.51372,   0.53892,   0.51389,   0.48097,   0.49133
   0.00000,   0.00000,   0.00000,   0.50909,   0.50000,   0.48536,   0.50000,   0.47200,   0.50928,   0.52727,   0.49074,   0.50000,   0.50000,   0.49346,   0.50000,   0.53982,   0.41732,   0.50249,   0.50000,   0.50000,   0.45062,   0.54206,   0.49123,   0.50000,   0.50000,   0.50000,   0.50000,   0.43689,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.48000,   0.46988,   0.46667,   0.50000,   0.50000,   0.50000,   0.50000,   0.44361,   0.47244,   0.50000,   0.51321,   0.50000,   0.50000,   0.50000,   0.52427,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.47761,   0.50000,   0.50000,   0.50000,   0.50000,   0.45600,   0.50000,   0.50000,   0.46018,   0.50000,   0.50000,   0.50000,   0.50000,   0.52885,   0.50000,   0.50000,   0.52941,   0.45631,   0.50000,   0.50746,   0.43784,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50181,   0.53774,   0.50000,   0.50000,   0.50000,   0.47222,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.46063,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000,   0.50000
   0.00000,   0.00000,   0.00000,   0.00000,   0.50487,   0.52429,   0.52782,   0.49513,   0.52664,   0.50227,   0.50645,   0.45036,   0.50270,   0.49777,   0.50545,   0.50913,   0.49909,   0.52828,   0.47573,   0.51714,   0.47347,   0.51977,   0.49417,   0.50000,   0.47959,   0.48754,   0.53134,   0.50173,   0.53822,   0.53097,   0.53755,   0.51627,   0.51795,   0.50087,   0.49466,   0.56522,   0.52358,   0.50000,   0.44444,   0.50926,   0.50068,   0.52402,   0.44615,   0.51236,   0.47531,   0.45382,   0.46954,   0.52796,   0.54817,   0.50000,   0.48315,   0.42241,   0.47525,   0.48611,   0.51744,   0.47202,   0.54831,   0.44203,   0.45276,   0.51969,   0.42991,   0.46916,   0.48858,   0.53110,   0.50000,   0.50000,   0.51220,   0.52500,   0.45865,   0.55313,   0.49756,   0.46795,   0.52760,   0.49335,   0.52120,   0.48498,   0.50781,   0.50000,   0.52128,   0.50000,   0.48443,   0.44720,   0.51376,   0.48905,   0.47340,   0.48493,   0.49416,   0.54317,   0.50360,   0.50455,   0.50000,   0.50000,   0.49903,   0.51799,   0.51414,   0.55066,   0.51073,   0.51066,   0.50452,   0.44221,   0.45259,   0.52995,   0.53394,   0.48619,   0.49778,   0.43860,   0.50000,   0.50000,   0.51293,   0.46980,   0.50000,   0.51235,   0.50000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.54348,   0.52857,   0.52331,   0.54080,   0.52259,   0.48542,   0.50404,   0.48241,   0.53017,   0.51111,   0.51064,   0.49497,   0.55465,   0.51117,   0.55392,   0.47418,   0.53012,   0.50465,   0.50000,   0.45946,   0.48148,   0.49462,   0.55641,   0.51930,   0.53514,   0.52830,   0.55000,   0.52653,   0.53086,   0.53277,   0.53505,   0.53333,   0.50000,   0.45703,   0.52817,   0.50750,   0.52579,   0.50000,   0.52858,   0.50000,   0.47638,   0.53459,   0.56484,   0.51195,   0.55102,   0.49744,   0.50000,   0.51575,   0.53846,   0.48299,   0.49865,   0.56985,   0.50000,   0.49257,   0.55022,   0.50000,   0.47541,   0.51654,   0.52174,   0.45098,   0.50000,   0.54610,   0.52688,   0.48529,   0.55105,   0.54839,   0.51299,   0.53163,   0.51201,   0.54870,   0.49065,   0.50000,   0.50000,   0.53153,   0.50000,   0.49836,   0.51515,   0.55046,   0.54851,   0.50595,   0.43318,   0.52174,   0.52000,   0.52991,   0.49558,   0.50000,   0.50000,   0.50040,   0.53252,   0.55839,   0.52823,   0.48944,   0.49943,   0.50108,   0.44586,   0.47328,   0.59420,   0.53043,   0.50869,   0.51471,   0.48947,   0.50000,   0.50000,   0.54167,   0.48182,   0.50000,   0.50000,   0.50000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.52103,   0.49492,   0.55632,   0.55281,   0.51471,   0.49313,   0.46411,   0.52951,   0.49620,   0.50190,   0.51738,   0.52680,   0.47701,   0.53755,   0.49290,   0.53933,   0.48861,   0.50000,   0.52276,   0.52921,   0.56869,   0.55200,   0.53918,   0.53170,   0.52607,   0.52578,   0.51860,   0.48395,   0.51829,   0.55642,   0.57803,   0.50562,   0.48193,   0.54415,   0.51308,   0.53763,   0.55435,   0.52537,   0.52396,   0.51172,   0.49649,   0.56806,   0.53598,   0.54834,   0.53916,   0.53535,   0.51463,   0.48791,   0.51178,   0.49070,   0.55908,   0.46691,   0.52901,   0.53906,   0.45223,   0.49363,   0.54070,   0.52296,   0.50000,   0.50000,   0.54251,   0.53214,   0.50741,   0.51884,   0.51411,   0.52471,   0.50593,   0.50045,   0.55541,   0.52699,   0.47500,   0.50000,   0.50385,   0.50435,   0.47430,   0.52281,   0.51971,   0.53831,   0.55847,   0.47667,   0.49612,   0.53356,   0.52093,   0.51340,   0.44720,   0.51852,   0.50909,   0.53604,   0.49101,   0.53333,   0.50870,   0.50297,   0.50962,   0.45679,   0.48064,   0.55135,   0.55072,   0.50458,   0.52969,   0.48302,   0.48108,   0.50000,   0.52484,   0.53388,   0.48951,   0.50336,   0.50323
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.49422,   0.52789,   0.50089,   0.49431,   0.46934,   0.49451,   0.51345,   0.45685,   0.49235,   0.51159,   0.51805,   0.48718,   0.49839,   0.45894,   0.51378,   0.48338,   0.50000,   0.47887,   0.48081,   0.50226,   0.49884,   0.48945,   0.51181,   0.51256,   0.50499,   0.51364,   0.46855,   0.49563,   0.53598,   0.47312,   0.44828,   0.43590,   0.52679,   0.50264,   0.53416,   0.50718,   0.51086,   0.48718,   0.49049,   0.51538,   0.52655,   0.50000,   0.51741,   0.47059,   0.42400,   0.51341,   0.51118,   0.48701,   0.48831,   0.55205,   0.43846,   0.48933,   0.50785,   0.50000,   0.45703,   0.48874,   0.48966,   0.47368,   0.50000,   0.55157,   0.49407,   0.49324,   0.53409,   0.50670,   0.49162,   0.51367,   0.47428,   0.56593,   0.47257,   0.44118,   0.50000,   0.42690,   0.50000,   0.53623,   0.49490,   0.50000,   0.47076,   0.53107,   0.42160,   0.45641,   0.48895,   0.49057,   0.46358,   0.50000,   0.50000,   0.50189,   0.49545,   0.51807,   0.54630,   0.48889,   0.49477,   0.49258,   0.45570,   0.47682,   0.55446,   0.55000,   0.49818,   0.49701,   0.44203,   0.50000,   0.50000,   0.51020,   0.51266,   0.50000,   0.44737,   0.50000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.53668,   0.50515,   0.49192,   0.49111,   0.48381,   0.51249,   0.50000,   0.50388,   0.49368,   0.50704,   0.47527,   0.50616,   0.45543,   0.52288,   0.51640,   0.50000,   0.47680,   0.48836,   0.51203,   0.50468,   0.50952,   0.49446,   0.52952,   0.50635,   0.50755,   0.48653,   0.49972,   0.53691,   0.50776,   0.50352,   0.44666,   0.51020,   0.49070,   0.52308,   0.48052,   0.49212,   0.47788,   0.46283,   0.51159,   0.50796,   0.51299,   0.51037,   0.50316,   0.47653,   0.46646,   0.49709,   0.45745,   0.44444,   0.53139,   0.45703,   0.46301,   0.51082,   0.40268,   0.48935,   0.47402,   0.47215,   0.44560,   0.50000,   0.50833,   0.49650,   0.48415,   0.49734,   0.52203,   0.46124,   0.49128,   0.48203,   0.51844,   0.50207,   0.46296,   0.49315,   0.49708,   0.44776,   0.51185,   0.49408,   0.47951,   0.50000,   0.50312,   0.48643,   0.49609,   0.53404,   0.46117,   0.50718,   0.47059,   0.50000,   0.49351,   0.51309,   0.48441,   0.50000,   0.48973,   0.50160,   0.47332,   0.48324,   0.50701,   0.48756,   0.54668,   0.48839,   0.48140,   0.44426,   0.45652,   0.50000,   0.48485,   0.53237,   0.45993,   0.47381,   0.47712
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.54686,   0.53168,   0.48906,   0.51040,   0.54890,   0.48661,   0.52401,   0.51683,   0.54235,   0.52157,   0.54861,   0.50396,   0.53139,   0.50062,   0.50000,   0.49013,   0.53433,   0.55192,   0.52781,   0.55672,   0.52332,   0.52512,   0.53899,   0.56667,   0.52963,   0.53659,   0.57302,   0.54762,   0.51485,   0.48607,   0.53289,   0.52957,   0.53668,   0.53659,   0.53824,   0.52204,   0.50719,   0.52368,   0.56673,   0.54911,   0.52189,   0.51577,   0.50166,   0.53529,   0.51893,   0.53644,   0.50395,   0.57079,   0.44828,   0.50210,   0.52850,   0.45361,   0.51461,   0.51871,   0.54510,   0.48425,   0.48544,   0.53959,   0.52903,   0.50325,   0.55010,   0.53741,   0.50895,   0.52646,   0.51447,   0.55509,   0.51224,   0.48638,   0.49065,   0.50738,   0.45963,   0.53181,   0.50412,   0.54848,   0.53719,   0.53931,   0.52260,   0.54412,   0.54113,   0.50808,   0.54859,   0.45390,   0.46602,   0.51917,   0.53492,   0.53481,   0.54410,   0.52010,   0.53518,   0.50928,   0.47427,   0.52451,   0.53912,   0.56858,   0.51570,   0.48780,   0.49858,   0.54416,   0.50000,   0.52397,   0.54187,   0.51145,   0.51139,   0.53275
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.48732,   0.48947,   0.44545,   0.52461,   0.42857,   0.51361,   0.45920,   0.53731,   0.45556,   0.51250,   0.45351,   0.51663,   0.49209,   0.50000,   0.48012,   0.48609,   0.54656,   0.48555,   0.47353,   0.50325,   0.52000,   0.52739,   0.55102,   0.50471,   0.51277,   0.53815,   0.52695,   0.49524,   0.47887,   0.53927,   0.52370,   0.52876,   0.47552,   0.50596,   0.44681,   0.45198,   0.50826,   0.51852,   0.51613,   0.48913,   0.46948,   0.44231,   0.48958,   0.50213,   0.44667,   0.45532,   0.55504,   0.50000,   0.45178,   0.51412,   0.50000,   0.48768,   0.49618,   0.49306,   0.52761,   0.50000,   0.51711,   0.51261,   0.50355,   0.51042,   0.51489,   0.46226,   0.50895,   0.47077,   0.49883,   0.52778,   0.50000,   0.50000,   0.50919,   0.50000,   0.47945,   0.48966,   0.52830,   0.54361,   0.51869,   0.51637,   0.48410,   0.50485,   0.50000,   0.50741,   0.50000,   0.50000,   0.49315,   0.50239,   0.50820,   0.53886,   0.48958,   0.48810,   0.48544,   0.46875,   0.43750,   0.49772,   0.58291,   0.50468,   0.50847,   0.47876,   0.47761,   0.50000,   0.43689,   0.52778,   0.46617,   0.45198,   0.50000
